id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
296,0062,f65,incline-dumbbell-flys,Incline Dumbbell Fly's,http://db.everkinetic.com/exercise/incline-dumbbell-flys,This is an exercise for chest sculpting and strengthening.,isolation,chest,shoulders,incline bench,dumbbells,"http://img.everkinetic.com/?action=image&id=296&number=0&key=69cadbdd2&version=564aac7a&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=296&number=1&key=69cadbdd2&version=da5da3d0&size=960,960&download=large",_images/web/incline-dumbbell-flys-1.png,_images/web/incline-dumbbell-flys-2.png,Lie on an incline bench set a 45 degree angle with a dumbbell in each hand and your feet firmly on the ground.,Lift the dumbbells over your chest extending your arms fully and your palms facing each other.,"Keeping a slight bend in your elbows, lower the dumbbells towards the floor in and arc like motion.",Slowly return to starting position.,,,Ensure your hips and back remain in contact with the bench throughout the exercise.,,,,,,,,,,,,,,
299,0063,f66,incline-flys-twist,Incline Fly's with a Twist,http://db.everkinetic.com/exercise/incline-flys-twist,This is an exercise for chest sculpting and strengthening which is very similar to the incline fly's.,isolation,chest,shoulders,incline bench,dumbbells,,,,,Lie on an incline bench set at a 45 degree angle with a dumbbell in each hand and your feet flat on the ground.,"Start with the dumbbells out to the sides of your chest, parallel to the floor as you would a regular Fly.","Raise the dumbbells over your chest in and arc, at the top turn your pinky finger in so they are facing each other.",Slowly return to starting position.,Repeat.,,Ensure your hips and back remain in contact with the bench at all times throughout the exercise.,,,,,,,,,,,,,,
302,0064,f67,wide-grip-decline-barbell-pullover,Wide Grip Decline Barbell Pullover,http://db.everkinetic.com/exercise/wide-grip-decline-barbell-pullover,This is an advanced strengthening exercise which targets the pectoral or chest muscles.,isolation,chest,,decline bench,barbell,"http://img.everkinetic.com/?action=image&id=302&number=0&key=69cadbdd2&version=d7f03a23&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=302&number=1&key=69cadbdd2&version=e9ee8097&size=960,960&download=large",_images/web/wide-grip-decline-barbell-pullover-1.png,_images/web/wide-grip-decline-barbell-pullover-2.png,Lie on a decline bench with your feet higher than your head and your feet firmly on the ground.,Grasp the barbell with an extra wide grip (your hands near the plates) and starting at you’re your upper thighs raise the barbell in an arc over your head towards the floor.,Slowly return the barbell to starting position on your thighs.,Repeat.,,,Ensure your back and hips remain in contact with the bench at all times.,,,,,,,,,,,,,,
305,0066,f69,machine-bench-press,Machine Bench Press,http://db.everkinetic.com/exercise/machine-bench-press,"This is an exercise for chest, biceps and shoulder strengthening.",isolation,chest,triceps,bench press machine,,"http://img.everkinetic.com/?action=image&id=305&number=0&key=69cadbdd2&version=b3835aa6&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=305&number=1&key=69cadbdd2&version=41a7071f&size=960,960&download=large",_images/web/machine-bench-press-1.png,_images/web/machine-bench-press-2.png,Adjust the machine so that you are sitting with the bars at chest height.,Place your hands on the bars and place your feet on the foot rest.,"Press out, extending your arms as far as possible in a steady motion.",Pause for a moment and then return slowly to starting position.,,,,,shoulders,,,,,,,,,,,,
309,0067,f70,barbell-neck-press,Barbell Neck Press,http://db.everkinetic.com/exercise/barbell-neck-press,This is an advanced exercise for chest strengthening.,isolation,chest,biceps,barbell,flat bench,"http://img.everkinetic.com/?action=image&id=309&number=0&key=69cadbdd2&version=06664a87&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=309&number=1&key=69cadbdd2&version=708cd762&size=960,960&download=large",_images/web/barbell-neck-press-1.png,_images/web/barbell-neck-press-2.png,Lie on a flat bench with you feet planted firmly on the floor.,Grasp the bar a little wider than shoulder width apart.,"Raise the barbell above your body and move it to the top of your chest, near your neck.",This is your starting position.,Lower the bar down so it just touches the top of your chest.,Raise the bar till your arms are fully extended and your elbows are locked.,,,,,,Return to starting position.,Repeat.,,,,,,,,
312,0068,f71,one-arm-bench-press,One Arm Bench Press,http://db.everkinetic.com/exercise/one-arm-bench-press,This is an advanced strengthening exercise for the chest and rotator cuff muscles of the shoulder.,isolation,chest,triceps,flat bench,dumbbell,"http://img.everkinetic.com/?action=image&id=312&number=0&key=69cadbdd2&version=4987e411&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=312&number=1&key=69cadbdd2&version=4749c0b8&size=960,960&download=large",_images/web/one-arm-bench-press-1.png,_images/web/one-arm-bench-press-2.png,Lie flat on a bench with your feet placed firmly on the floor and your abs drawn in.,"Grasp the dumbbell in one hand and bring it up to the side of your chest, this is starting position.","Extend your arm, pressing the dumbbell up till your arm is straight and your elbow locked.","Using slow controlled movements, lower the weight to starting position.",Switch arms after completing reps with one arm.,Repeat.,Ensure your hips and back remain in contact with the bench at all times during this exercise.,Start with a lighter weight in order to perfect the exercise technique and then when progressing onto a heavier weight you should be spotted to ensure safety and injury prevention.,shoulders,,,,,,,,,,,,
315,0069,f72,bosu-ball-push-up,Bosu Ball Push Up,http://db.everkinetic.com/exercise/bosu-ball-push-up,"This is an exercise for chest, core, shoulders and triceps strengthening with the use of a Bosu ball.",isolation,chest,shoulders,bosu ball,,"http://img.everkinetic.com/?action=image&id=315&number=0&key=69cadbdd2&version=16ed583c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=315&number=1&key=69cadbdd2&version=6e6e0a96&size=960,960&download=large",_images/web/bosu-ball-push-up-1.png,_images/web/bosu-ball-push-up-2.png,Place the Bosu ball flat side down on the floor.,"Kneel on the floor with your arms fully extended on the ball, and body straight.","Keeping your abs drawn in and your body straight, by bending your elbows lower your chest to the ball.",Pause for a moment and then return to starting position.,Repeat.,,Ensure your elbows remain close to your body while lowering your chest to the ball.,Beginners may want to start on your knees with your feet off the ground so you are rocking into the Push Up.,core,,triceps,,,,,,,,,,
318,0070,f72b,one-arm-barbell-floor-press,One Arm Barbell Floor Press,http://db.everkinetic.com/exercise/one-arm-barbell-floor-press,This is an exercise for chest and triceps strengthening.,isolation,chest,triceps,barbell,,"http://img.everkinetic.com/?action=image&id=318&number=0&key=69cadbdd2&version=766566c1&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=318&number=1&key=69cadbdd2&version=014bebe8&size=960,960&download=large",_images/web/one-arm-barbell-floor-press-1.png,_images/web/one-arm-barbell-floor-press-2.png,Lie flat on your back with your knees bent and your feet firmly on the floor.,"Draw in your abs and contract your lats, and glutes.",Have your partner hand you the bar and with your bicep parallel to the floor lift and extend your arm fully so it is straight.,Return to the starting position.,Complete reps and switch arms.,,,,,,,,,,,,,,,,
321,0071,f73,one-arm-flat-bench-flys,One Arm Flat Bench Fly’s,http://db.everkinetic.com/exercise/one-arm-flat-bench-flys,This is an exercise for chest strengthening.,isolation,chest,,flat bench,dumbell,"http://img.everkinetic.com/?action=image&id=321&number=0&key=69cadbdd2&version=81ff5490&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=321&number=1&key=69cadbdd2&version=99b58041&size=960,960&download=large",_images/web/one-arm-flat-bench-flys-1.png,_images/web/one-arm-flat-bench-flys-2.png,Lie on a flat bench with your free hand holding the bench.,Grasp the dumbbell in your other hand and with your forearm parallel to the floor raise your arm in an arc the middle of your chest.,"Once the dumbbell is at the middle of your chest line, slowly lower is along the same path to starting position.",Repeat.,,,,,,,,,,,,,,,,,
324,0072,f73b,one-armed-biased-push-up,One Armed Biased Push Up,http://db.everkinetic.com/exercise/one-armed-biased-push-up,"This is an exercise for chest strengthening but also strengthens ones core, shoulders, biceps and triceps.",isolation,chest,triceps,bosu ball,,"http://img.everkinetic.com/?action=image&id=324&number=0&key=69cadbdd2&version=76cc5a85&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=324&number=1&key=69cadbdd2&version=c08ea570&size=960,960&download=large",_images/web/one-armed-biased-push-up-1.png,_images/web/one-armed-biased-push-up-2.png,"Arrange the ball so that as you begin the exercise, one hand on the Bosu ball and the other on the floor.",Place the ball flat side down on the floor.,"Kneel on the floor with your arms fully extended on the dome, and body straight.","Keeping your abs drawn in and your body straight, lower your chest to the ball.",Pause for a moment and then return to starting position.,Repeat.,,,bicpes,,shoulders,,,,,core,,,,,
327,0073,,push-ups-close-and-wide-hand-versions,Push Ups Close and Wide Hand Versions,http://db.everkinetic.com/exercise/push-ups-close-and-wide-hand-versions,"These are variations on Push Ups, one of the best exercise for muscles of the chest (pectorals), arms (bicep and triceps) and core development. The core muscles are the rectus abdomen and oblique’s which support the spine.",isolation,chest,triceps,body,,"http://img.everkinetic.com/?action=image&id=327&number=0&key=69cadbdd2&version=65cad1c3&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=327&number=1&key=69cadbdd2&version=8f57eaeb&size=960,960&download=large",_images/web/push-ups-close-and-wide-hand-versions-1.png,_images/web/push-ups-close-and-wide-hand-versions-2.png,"For a Close Grip Push Up lay face down on the floor, or a mat, with your feet together curled slightly so you rise on the ball of your feet.",Place you hands close together so your thumbs and index fingers form a triangle on the floor.,Draw your abs in and inhale as you raise your body up till your arms are straight.,Keep your head and neck level with your body (don’t look up or down) and don’t allow your back to rise or fall.,Exhale out as you lower your body back to the ground.,For a Wide Grip Push Up move your hands out to a position slightly wider than your shoulders.,,,shoulders,,core,Repeat.,,,,,,,,,
330,0075,f75,push-up-feet-elevated,Push Up with Feet Elevated,http://db.everkinetic.com/exercise/push-up-feet-elevated,,,,,,,"http://img.everkinetic.com/?action=image&id=333&number=0&key=69cadbdd2&version=c8330815&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=333&number=1&key=69cadbdd2&version=2c537a02&size=960,960&download=large",_images/web/push-up-feet-elevated-1.png,_images/web/push-up-feet-elevated-2.png,This is the same general movement as with a Push Up except your feet are elevated allowing greater range of motions and targeting the pectorals differently than the regular Push Up.,Place your feet on a bench at least 18” off the ground.,Make sure the tops of your feet are flush against the bench.,Place your hands on the floor slightly wider than shoulder width apart.,"With your hands directly under your shoulders, press up from the floor, keeping your back and neck in a straight line so you are looking forward during the entire exercise.",Once your arms are fully extended pause and then with slow controlled movements lower yourself to the floor again.,,,,,,,,,,,,,,,
333,0301,,push-up-feet-elevated-2,Push Ups with Feet Elevated,http://db.everkinetic.com/exercise/push-up-feet-elevated-2,This is the same general movement as with a Push Up except your feet are elevated allowing greater range of motions and targeting the pectorals differently than the regular Push Up.,isolation,chest,shoulders,body,bench,"http://img.everkinetic.com/?action=image&id=333&number=0&key=69cadbdd2&version=c8330815&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=333&number=1&key=69cadbdd2&version=2c537a02&size=960,960&download=large",_images/web/push-up-feet-elevated-2-1.png,_images/web/push-up-feet-elevated-2-2.png,Place your feet on a bench at least 18” off the ground.,Make sure the tops of your feet are flush against the bench.,Place your hands on the floor slightly wider than shoulder width apart.,"With your hands directly under your shoulders, press up from the floor, keeping your back and neck in a straight line so you are looking forward during the entire exercise.",Once your arms are fully extended pause and then with slow controlled movements lower yourself to the floor again.,,,,triceps,,,,,,,,,,,,
337,0076,f76,push-ups-with-feet-on-exercise-ball,Push Ups with feet on exercise ball,http://db.everkinetic.com/exercise/push-ups-with-feet-on-exercise-ball,"This is similar to the standard Push Up except using an Exercise Ball forces you to engage the muscle of your core (Rectus Abdominis, Transverse Abdominis, and the Obliques).",isolation,chest,triceps,body,exercise ball,"http://img.everkinetic.com/?action=image&id=337&number=0&key=69cadbdd2&version=ed6aae08&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=337&number=1&key=69cadbdd2&version=c36c70b1&size=960,960&download=large",_images/web/push-ups-with-feet-on-exercise-ball-1.png,_images/web/push-ups-with-feet-on-exercise-ball-2.png,Place your feet and shins flat on an Exercise Ball.,"Place your arms in front of you at shoulder width apart, place your hands under your arms and press up from the ground until your arms are fully extended.",Pause at the top for a moment and steady your balance.,Slowly return to the starting position with your chest lowered towards the ground.,,,,,shoulders,,,,,,,,,,,,
340,0077,f77,push-ups,Push Ups,http://db.everkinetic.com/exercise/push-ups,"This exercise is the main strengthening exercise when wanting to strengthen ones chest, biceps and triceps as well as core muscles.",isolation,chest,triceps,body,,"http://img.everkinetic.com/?action=image&id=340&number=0&key=69cadbdd2&version=52850b73&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=340&number=1&key=69cadbdd2&version=b3f29a67&size=960,960&download=large",_images/web/push-ups-1.png,_images/web/push-ups-2.png,"Start with a basic push up, lay face down on the floor, or a mat; with your feet together curled slightly so you rise onto the ball of your feet.",Place you hands shoulder width apart on the either side of your chest.,Draw your abs in.,Inhale as you raise your body up till your arms are straight.,Keep your head and neck level with your body (don’t look up or down) and don’t allow your back to rise or fall.,Exhale out as you lower your body back to the ground.,,,shoulders,,,Repeat.,,,,,,,,,
343,0078,f78,smith-machine-bench-press,Smith Machine Bench Press,http://db.everkinetic.com/exercise/smith-machine-bench-press,With the use of a Smith Machine this exercise strengthens your chest shoulders and triceps.,isolation,chest,shoulders,flat bench,smith machine,"http://img.everkinetic.com/?action=image&id=343&number=0&key=69cadbdd2&version=9c147ab5&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=343&number=1&key=69cadbdd2&version=b2a14b0b&size=960,960&download=large",_images/web/smith-machine-bench-press-1.png,_images/web/smith-machine-bench-press-2.png,"Place a flat bench in the middle of the Smith Machine, with the bar in line with the middle of your chest.","Lying on the bench, grasp the bar at shoulder width apart.",Unlatch the bar and slowly lower the bar to your chest.,Extend your arms fully and raise the bar to the starting position.,Repeat.,,Ensure your hips and back remain in contact with the bench throughout this exercise.,,triceps,,,,,,,,,,,,
346,0079,f79,straight-arm-dumbbell-pullover,Straight Arm Dumbbell Pullover,http://db.everkinetic.com/exercise/straight-arm-dumbbell-pullover,This is an exercise for chest and shoulder strengthening which mainly targets the rotator cuff muscles.,isolation,chest,triceps,flat bench,dumbbell,"http://img.everkinetic.com/?action=image&id=346&number=0&key=69cadbdd2&version=20751ccd&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=346&number=1&key=69cadbdd2&version=69fbf773&size=960,960&download=large",_images/web/straight-arm-dumbbell-pullover-1.png,_images/web/straight-arm-dumbbell-pullover-2.png,Lie on a flat bench with your feet flat on the floor and your head at the end of the bench.,Grasp a dumbbell and raise it over your chest.,"Keeping your elbows as straight as possible, lower the weight in an arc over your head and as low to the ground as possible with out any pain.",Return to starting position.,Repeat.,,,,lats,,shoulders,,,,,,,,,,
350,0080,f80,incline-dumbbell-press,Incline Dumbbell Press,http://db.everkinetic.com/exercise/incline-dumbbell-press,This exercises is for mainly chest strengthening but also strengthens your triceps and shoulders.,isolation,chest,triceps,dumbbells,incline bench,"http://img.everkinetic.com/?action=image&id=350&number=0&key=69cadbdd2&version=c9109a34&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=350&number=1&key=69cadbdd2&version=dd490d33&size=960,960&download=large",_images/web/incline-dumbbell-press-1.png,_images/web/incline-dumbbell-press-2.png,Set and incline bench at a 45 degree angle.,"Start with the dumbbells at shoulder height, your arms wide and elbows pointing down to the floor.",Raise your arms up over your chest bringing the dumbbells closer together as they meet over your chest.,Slowly return the dumbbells to starting position.,Repeat.,,,,shoulders,,,,,,,,,,,,
354,0302,,smith-machine-incline-bench-press,Smith Machine Incline Bench Press,http://db.everkinetic.com/exercise/,,,,,,,"http://img.everkinetic.com/?action=image&id=1048&number=0&key=69cadbdd2&version=96a864e1&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=1048&number=1&key=69cadbdd2&version=5df21a74&size=480,480&download=medium",_images/web/smith-machine-incline-bench-press-1.png,_images/web/smith-machine-incline-bench-press-2.png,"This is an exercise for chest, shoulder and triceps strengthening.",Place an incline bench at a 45 degree angle in the middle of the Smith Machine.,Align the bench so the bar is across the upper portion of your chest.,Grasp the bar with a shoulder width grip.,"Unlock the bar and slowly lower the weight to your chest, do not bounce the bar on your chest.","With slow controlled movements, raise the bar back to the starting position.",,,,,,,,,,,,,,,
355,0081,f81,smith-machine-incline-bench-press,Smith Machine Incline Bench Press,http://db.everkinetic.com/exercise/smith-machine-incline-bench-press,"This is an exercise for chest, shoulder and triceps strengthening.",isolation,chest,shoulders,smith machine,incline bench,"http://img.everkinetic.com/?action=image&id=355&number=0&key=69cadbdd2&version=b6e424d4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=355&number=1&key=69cadbdd2&version=c09ecddc&size=960,960&download=large",_images/web/smith-machine-incline-bench-press-1.png,_images/web/smith-machine-incline-bench-press-2.png,Place an incline bench at a 45 degree angle in the middle of the Smith Machine.,Align the bench so the bar is across the upper portion of your chest.,Grasp the bar with a shoulder width grip.,"Unlock the bar and slowly lower the weight to your chest, do not bounce the bar on your chest.","With slow controlled movements, raise the bar back to the starting position.",,"when you are doing this exercise for the first time, start on a lower weight in oder to perfect the technique.",,triceps,,,,,,,,,,,,
358,0082,f82,wide-grip-bench-press,Wide Grip Bench Press,http://db.everkinetic.com/exercise/wide-grip-bench-press,"This is an exercise for chest, triceps and shoulder strengthening.",isolation,chest,triceps,flat bench,barbell,"http://img.everkinetic.com/?action=image&id=358&number=0&key=69cadbdd2&version=81bf15cf&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=358&number=1&key=69cadbdd2&version=a4a960d9&size=960,960&download=large",_images/web/wide-grip-bench-press-1.png,_images/web/wide-grip-bench-press-2.png,Lie flat on a bench with your feet flat on the floor.,"Place your hands wider than shoulder width apart on the bar and lift it off the rack, this is starting position.",Bring the bar over your chest and lower it till it is just above your body.,Extend your arms upward and raise the bar straight up.,"Pause for a moment and with slow controlled movement, return the bar to starting position.",Repeat.,Ensure that your hips and back remain in contact through out the exercise.,,shoulders,,,,,,,,,,,,
362,0083,f83,wide-grip-decline-bench-press,Wide Grip Decline Bench Press,http://db.everkinetic.com/exercise/wide-grip-decline-bench-press,"This is an exercise for chest, triceps and shoulder strengthening.",isolation,chest,triceps,barbell,decline bench,"http://img.everkinetic.com/?action=image&id=362&number=0&key=69cadbdd2&version=c76ee40f&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=362&number=1&key=69cadbdd2&version=2f6bc9af&size=960,960&download=large",_images/web/wide-grip-decline-bench-press-1.png,_images/web/wide-grip-decline-bench-press-2.png,Lie on a decline bench with your head lower than your feet.,Place your hands wider than shoulder width apart on the bar and lift it off the rack.,"Bring the bar over your chest and lower it till it is just above the lower portion of your chest, this is starting position.",Extend your arms upward and raise the bar straight up.,Pause for a moment and then lower the bar to starting position.,Repeat.,,,shoulders,,,,,,,,,,,,
365,0084,f85,incline-chest-press,Incline Chest Press,http://db.everkinetic.com/exercise/incline-chest-press,This exercise is for strengthening the upper chest and is preferred among beginners as it provides support and control.,isolation,chest,triceps,chest machine,,"http://img.everkinetic.com/?action=image&id=365&number=0&key=69cadbdd2&version=fd3dac0c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=365&number=1&key=69cadbdd2&version=f4f7b2f8&size=960,960&download=large",_images/web/incline-chest-press-1.png,_images/web/incline-chest-press-2.png,Adjust the seat of the machine so that the handles are near the upper portion of your chest.,"Slowly press the handles forward until your hands are fully extended, do not lock your elbows.",Pause for a moment and then with a controlled movement lower your hands back to starting position.,,,,,,shoulders,,,,,,,,,,,,
368,0085,f85,decline-chest-press,Decline Chest Press,http://db.everkinetic.com/exercise/decline-chest-press,This is an exercise for the strengthening of the lower chest or pectoral muscles and is preferred by beginners as it provides support and stability.,isolation,chest,shoulders,chest machine,,"http://img.everkinetic.com/?action=image&id=368&number=0&key=69cadbdd2&version=76567dd4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=368&number=1&key=69cadbdd2&version=a6b36cca&size=960,960&download=large",_images/web/decline-chest-press-1.png,_images/web/decline-chest-press-2.png,Adjust the seat of the machine so that the handles are near the lower portion of your chest.,"Slowly press the handles forward until your hands are fully extended, do not lock your elbows.",Pause for a moment and then with a controlled movement lower your hands back to starting position.,,,,,,triceps,,,,,,,,,,,,
371,0086,f87,body-row,Body Row,http://db.everkinetic.com/exercise/body-row,"This is a good overall exercise which strengthens your chest, core and back muscles.",compound,chest,core,bar,,"http://img.everkinetic.com/?action=image&id=371&number=0&key=69cadbdd2&version=fef3b9ac&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=371&number=1&key=69cadbdd2&version=9d6f6d0b&size=960,960&download=large",_images/web/body-row-1.png,_images/web/body-row-2.png,Lie under a bar so that the bar is at mid chest level and your feet are firmly on the floor.,Draw your abs in and keep your back flat.,"Using your arms, lift and row your body towards the bar.",Pause for a moment and with slow controlled movements lower your self back to starting position.,Repeat.,,,,neck,,back,,,,,,,,,,
374,0087,f88,pull-ups,Pull Ups,http://db.everkinetic.com/exercise/pull-ups,"This is an exercise in lats, biceps and middle back strengthening.",isolation,lats,middle back,bar,,"http://img.everkinetic.com/?action=image&id=374&number=0&key=69cadbdd2&version=b2fcdad0&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=374&number=1&key=69cadbdd2&version=fbe8dcfa&size=960,960&download=large",_images/web/pull-ups-1.png,_images/web/pull-ups-2.png,Grab the pull-up bar with the palms facing forward using the prescribed grip.,"As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.",Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement.,"After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched.",Repeat this motion.,<h3> Tip</h3>,,,biceps,,,Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar.,,,,,,,,,
377,0088,,gironda-sternum-chins,Gironda Sternum Chins,http://db.everkinetic.com/exercise/gironda-sternum-chins,"This is an exercise for lats, biceps and middle back strengthening; which is similar t the basic chin up but focusses more on lats.",isolation,lats,biceps,body,bar,"http://img.everkinetic.com/?action=image&id=377&number=0&key=69cadbdd2&version=b78d1e1b&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=377&number=1&key=69cadbdd2&version=da66d1ca&size=960,960&download=large",_images/web/gironda-sternum-chins-1.png,_images/web/gironda-sternum-chins-2.png,Grasp the pull up bar with a shoulder width underhand grip.,Hang from the bar with your arms fully extended.,Pulling yourself towards the bar lean your head back as far as you can and arch your spine.,Continuing pulling so that your collarbone passes the bar and you are able to touch your sternum to the bar.,Slowly lower yourself back to starting position.,Repeat this motion.,Ensure you contract your core and back muscles through out this exercise in order to prevent injury and maximise the effectiveness of this exercise.,,middle back,,,,,,,,,,,,
380,0089,f90,chin-ups,Chin Ups,http://db.everkinetic.com/exercise/chin-ups,This is an extremely good exercise for upper arm and middle back strengthening.,isolation,lats,biceps,body,bar,"http://img.everkinetic.com/?action=image&id=380&number=0&key=69cadbdd2&version=30f71856&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=380&number=1&key=69cadbdd2&version=6cc58063&size=960,960&download=large",_images/web/chin-ups-1.png,_images/web/chin-ups-2.png,Grasp the bar with an supinated (overhand) grip.,Let your body hang from the bar with your arms straight.,Slowly pull yourself up so that your chin is higher than the bar.,With a controlled movement lower yourself to the starting position.,,,Ensure to contract your back and core muscles throughout this exercise to prevent injury and to maximise the effectiveness of the exercise.,,middle back,,,,,,,,,,,,
383,0090,f90,narrow-parallel-grip-chin-ups,Narrow Parallel Grip Chin-ups,http://db.everkinetic.com/exercise/narrow-parallel-grip-chin-ups,This is an exercise similar to the regular Chin Up but focuses more on shoulder strengthening.,isolation,"shoulders, lats",back,bar,body,"http://img.everkinetic.com/?action=image&id=383&number=0&key=69cadbdd2&version=ee063c41&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=383&number=1&key=69cadbdd2&version=6b77373b&size=960,960&download=large",_images/web/narrow-parallel-grip-chin-ups-1.png,_images/web/narrow-parallel-grip-chin-ups-2.png,Grasp the bar with an supinated (overhand) grip so that your palms are facing.,Let your body hang from the bar with your arms straight.,Slowly pull yourself up so that your chin is higher than the bar.,With a controlled movement lower yourself to the starting position.,Repeat,,Ensure that your body remains in one line throughout this exercise.,,core,,,,,,,,,,,,
386,0091,f92,wide-grip-chin-up,Wide Grip Chin Up,http://db.everkinetic.com/exercise/wide-grip-chin-up,This variation on the basic chin up is a great exercise for people who rock climb.,,back,neck,,,"http://img.everkinetic.com/?action=image&id=386&number=0&key=69cadbdd2&version=920bb525&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=386&number=1&key=69cadbdd2&version=37eb3e1c&size=960,960&download=large",_images/web/wide-grip-chin-up-1.png,_images/web/wide-grip-chin-up-2.png,Grasp a chin up bar with a slightly wider than shoulder width grip.,Keeping your body straight pull yourself up and to one side of the bar.,Lower your body back down to the starting position.,Raise yourself to the other side of the bar.,Repeat.,,Ensure to hang dow completely before alternating to the other side.,,biceps,,,,,,,,,,,,
389,0092,f93,straight-arm-push-down,Straight Arm Push Down,http://db.everkinetic.com/exercise/straight-arm-push-down,This exercise for strengthening the Lats and also works the Triceps.,isolation,lats,triceps,cable machine,,"http://img.everkinetic.com/?action=image&id=389&number=0&key=69cadbdd2&version=73604806&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=389&number=1&key=69cadbdd2&version=d9d3cac1&size=960,960&download=large",_images/web/straight-arm-push-down-1.png,_images/web/straight-arm-push-down-2.png,Grasp wide grip pull down bar with a wide grip so your hands are on the portion of the bar which curves down.,Stand erect with your abs drawn in.,Keeping a slight bend in your elbows and your wrist steady pull the bar down from the starting position to your upper thighs.,With a controlled motion bring the bar back up to starting position.,,,,,,,,,,,,,,,,,
392,0093,f94,underhand-pull-downs,Underhand Pull downs,http://db.everkinetic.com/exercise/underhand-pull-downs,This is an exercise for lats and biceps strengthening.,isolation,lats,biceps,cable machine,,"http://img.everkinetic.com/?action=image&id=392&number=0&key=69cadbdd2&version=9a8dfdbf&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=392&number=1&key=69cadbdd2&version=b54e8a4c&size=960,960&download=large",_images/web/underhand-pull-downs-1.png,_images/web/underhand-pull-downs-2.png,Sitting upright with your abs drawn in grasp a Pull Down bar with and underhand grip shoulder width apart.,"Pull the bar down till the bar reaches your upper chest, keeping your elbows close to your body.",Slowly return the bar to the starting position.,Repeat.,,,,,,,,,,,,,,,,,
395,0094,f95,upright-band-rows,Upright Band Rows,http://db.everkinetic.com/exercise/upright-band-rows,"This is an exercise for lats, triceps and shoulder strengthening.",isolation,lats,triceps,body,bands,"http://img.everkinetic.com/?action=image&id=395&number=0&key=69cadbdd2&version=1ec352ee&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=395&number=1&key=69cadbdd2&version=8ddd5391&size=960,960&download=large",_images/web/upright-band-rows-1.png,_images/web/upright-band-rows-2.png,Stand on the band so that the handles are level with your upper thigh.,With your back straight and abs drawn in raise your hands upward to your collarbone.,Your elbows and arms should be parallel with the floor.,Slowly lower your arms and return to starting position.,,,,,shoulders,,,,,,,,,,,,
398,0095,f96,underhand-pull-down,Underhand Pull down,http://db.everkinetic.com/exercise/underhand-pull-down,This is an exercise for lats and biceps strengthening.,isolation,lats,biceps,cable machine,,"http://img.everkinetic.com/?action=image&id=398&number=0&key=69cadbdd2&version=a459a286&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=398&number=1&key=69cadbdd2&version=c6139faf&size=960,960&download=large",_images/web/underhand-pull-down-1.png,_images/web/underhand-pull-down-2.png,Sitting upright with your abs drawn in grasp a Pull Down bar with and underhand grip shoulder width apart.,"Pull the bar down till the bar reaches your upper chest, keeping your elbows close to your body.",Slowly return the bar to the starting position.,Repeat.,,,,,,,,,,,,,,,,,
